aX,aY,aZ,gX,gY,gZ
-0.97,0.6,1.18,-43.76,57.68,22.16
-0.26,1.12,0.5,-39,-13.67,49.13
-0.1,1.2,0.99,-88.26,-12.45,9.03
-0.17,1.08,1.1,-56.95,28.56,-23.32
-4,-1.81,2.8,461.12,58.17,625.18
-4,0.96,2.8,680.11,-205.02,911.8
-4,3.31,4,550.84,-392.21,753.23
-4,4,4,-13,-156.49,756.71
-1.96,4,3.78,75.74,-201.97,315.37
-1.1,2.86,2.15,-27.53,90.7,85.08
-0.71,1.71,0.77,73.06,74.58,55.6
-0.1,1.59,0.66,-67.69,76.23,32.17
-0.16,1.05,0.67,-81.6,82.03,-19.9
-0.15,0.97,0.44,-11.78,46.14,-52.12
-4,-1.63,1.84,110.66,153.81,527.16
-4,0.34,1.63,471.01,74.04,872.62
-4,3.81,2.65,524.72,-370.97,1154.79
-4,4,4,29.91,-265.56,852.84
-4,4,1.56,153.75,-82.89,743.41
-1.21,4,2.4,-32.96,-81.48,192.38
-1,1.8,1.74,-2.5,43.52,5.07
-0.36,1.26,0.57,58.59,23.38,18.8
-0.11,1.18,0.72,-99.67,30.09,2.01
-0.11,1.13,0.91,-77.7,22.46,-43.88
-4,2.15,1.8,358.7,-156.8,979.49
-4,4,3.69,234.44,-305.66,795.65
-4,4,2.75,-27.53,-51.21,679.32
-1.38,4,2.97,33.51,-145.14,336.12
-0.44,3.07,1.79,-50.29,14.28,91.92
-0.34,1.37,1.08,-14.34,7.14,-5.86
-0.08,1.08,0.86,-93.26,31.8,4.7
0.03,1.18,0.73,-96.19,23.07,-33.87
-0.13,1.3,0.56,-127.32,-0.85,-88.44
-0.26,1.51,0.61,-192.63,-3.36,-129.09
-4,3.72,3.92,661.68,-293.52,823.79
-4,3.83,4,352.97,-368.23,599.79
-3.95,4,2.3,-171.02,8.85,593.69
-2.11,3.56,2.95,127.14,-102.97,269.84
-0.99,2.43,1.49,7.81,69.95,127.75
-0.54,1.6,0.87,52.8,41.2,65.25
-0.26,1.22,0.56,7.69,51.57,32.1
-0.14,1.1,0.45,-32.59,57.19,4.52
-0.12,1.22,0.44,-46.02,29.17,-47.61
-0.23,1.37,0.52,-160.4,37.48,-93.02
-4,4,3,251.65,-395.45,497.8
-3.48,4,2.39,-360.9,10.93,577.33
-1.61,4,0.89,-164.86,172.06,435.06
-0.18,3.62,1.25,205.08,-145.87,120
-0.41,1.8,1.07,-105.22,55.97,22.03
-0.12,1.15,0.77,13.92,36.8,-1.95
-0.05,1.11,0.56,-0.43,38.57,-29.79
-0.16,0.98,0.57,-88.56,56.64,-52
-0.18,1.25,0.6,-59.69,35.1,-69.09
-0.38,1.67,0.53,-94.3,17.58,-127.56
-4,3.14,2.86,-143.37,-115.97,537.11
-2.9,4,1.27,3.66,63.78,518.37
-1.1,3.62,2.47,50.11,-154.6,233.03
-0.86,2.02,1.65,-103.15,115.97,99.91
-0.53,1.5,0.66,95.89,56.4,67.44
-0.16,1.27,0.48,-23.5,62.5,13.49
-0.16,1.04,0.53,-49.19,76.9,-26.06
-0.13,1.11,0.39,-22.4,43.15,-34.67
-0.15,1.45,0.41,-107.91,50.48,-74.22
-0.28,1.82,0.6,-121.52,19.35,-183.47
-4,4,3.78,298.58,-502.56,693.91
-2.27,4,3.24,-147.4,-79.35,596.86
-0.54,4,2.33,122.07,-111.88,174.19
-0.32,1.87,1.97,-69.82,64.03,1.16
-0.22,0.99,1.3,-4.88,71.23,-1.83
-0.12,0.87,0.81,-12.88,68.6,-25.57
-0.24,0.68,0.55,-51.03,81.97,-52.25
-0.31,0.6,0.55,-44.68,62.32,-45.23
-0.27,0.7,0.46,-44.8,52.06,-41.14
-0.35,0.86,0.31,-116.15,65.31,-52.37
-4,4,2.69,885.07,-156.68,929.75
-4,4,3.58,605.83,-613.95,619.63
-3.65,3.81,0.87,-806.34,325.56,541.93
-1.68,3.83,2.27,8.18,-50.23,345.21
-0.82,2.73,1.57,220.95,-8.24,119.75
-0.6,1.65,0.96,-138.61,95.95,52.98
-0.26,1.08,0.86,45.17,42.66,0.98
-0.28,0.89,0.38,11.84,83.74,-14.59
-0.27,0.75,0.13,-30.03,64.76,-24.6
-0.21,0.84,0.19,-63.9,30.52,-46.88
-4,3.16,0.98,585.88,77.51,963.93
-4,4,2.77,578.61,-396.18,929.14
-2.76,4,2.03,-247.74,-23.32,444.89
-0.98,4,-0.05,-149.72,188.9,311.46
-0.02,3.43,0.59,125.92,-40.28,42.11
-0.21,1.81,0.51,-129.52,44.31,-48.95
-0.11,1.21,0.54,-97.11,25.76,-48.52
-0.07,1.13,0.43,-57.62,28.32,-52.92
-0.08,1.24,0.48,-91.31,39.67,-78.43
-0.17,1.08,0.35,-163.39,85.88,-96.44
-2.41,-3.28,1.51,136.23,-67.02,41.08
-4,-3.66,2.07,120.12,119.32,447.08
-4,-0.28,1.72,446.66,-91.74,899.35
-4,4,4,553.16,-396.12,912.05
-4,4,4,151.55,-341.92,564.39
-2.56,4,0.59,-353.09,328,621.46
-0.24,4,1.14,108.83,-112.85,133.85
-0.34,1.91,0.92,-57.5,53.96,-52.8
0.01,1.38,0.65,-8.06,30.46,-48.28
0.04,1.2,0.43,-50.11,43.15,-72.51
-4,3.61,4,580.08,-667.3,668.82
-4,3.34,3.94,-269.35,-172.18,595.28
-2.85,4,1.99,-114.75,35.83,690.61
-0.13,4,2.96,142.33,-167.48,191.22
-0.57,1.84,1.26,-59.39,116.15,31.19
-0.06,1.48,0.37,32.59,59.02,33.26
0.02,1.31,0.4,-54.08,53.53,-18.31
-0.02,1.13,0.52,-164.18,89.17,-39.61
-0.07,1.51,0.51,-64.33,36.07,-90.88
-0.33,2.14,0.44,-171.87,42.42,-160.95
-3.74,-2.46,1.54,287.23,-148.32,433.96
-4,-0.94,1.56,374.33,-147.83,770.02
-4,1.48,3.34,566.35,-591.98,823.49
-4,2.92,4,29.24,-413.64,639.28
-3.41,4,2.84,34.06,-140.99,747.99
-1.18,4,3.62,-65.43,-103.09,181.34
-0.77,2.06,1.51,8.36,107.54,3.48
-0.32,1.3,0.2,28.5,69.46,1.83
-0.23,0.91,0.47,-54.08,43.21,-26.43
-0.12,0.85,0.6,-55.66,41.69,-26.06
-4,4,0.64,151.73,-238.95,1130.13
-4,4,2.73,-17.88,-398.01,981.45
-4,4,3.16,-192.63,-21.97,708.86
-0.27,4,1.45,119.51,-61.16,189.88
-0.6,1.82,1.68,-95.7,28.81,-74.77
-0.12,1.33,1.09,38.09,13.43,-11.47
0.04,1.42,0.78,-18.62,26.06,-31.74
-0.12,1.12,0.91,-35.1,18.92,-100.59
-0.33,0.86,0.88,5.31,26.18,-97.78
-0.26,1.44,0.67,-83.31,47.55,-120.73
-3.32,-3.65,1.14,31.31,87.59,200.07
-4,-2.64,1.88,312.13,-95.46,637.76
-4,1.67,2.86,516.24,-273.68,966.06
-4,4,4,312.38,-466.86,750.37
-2.56,4,2.54,-330.02,65.98,568.36
-0.99,4,2.09,115.78,-59.08,147.03
-0.4,2.49,0.91,3.85,109.07,9.64
-0.23,1.57,0.16,13.49,49.01,-7.57
-0.14,1.24,0.28,-50.42,32.47,-24.54
-0.14,0.99,0.32,-45.1,23.62,-48.34
-2.49,4,3.55,60.67,-375.55,750.98
-3.98,3.1,2.84,-265.2,42.05,393.31
-0.92,4,1.07,255.49,-156.37,305.05
-0.29,2.82,1.36,-181.15,36.93,-8.24
-0.19,1.39,1.29,17.27,-2.56,-22.46
-0.02,1.26,0.74,11.54,35.4,-59.33
-0.17,1.01,0.69,-98.82,56.64,-86.49
-0.18,1,0.75,-89.05,34.85,-100.28
-0.26,1.17,0.59,-28.69,11.54,-136.41
-0.47,1.55,0.54,-105.96,15.63,-161.56
-3.43,-3.36,0.57,-138.85,-36.93,-51.15
-4,-3.03,1.16,248.23,-182.56,547
-4,1.1,1.81,213.01,-271.85,1053.16
-4,4,4,395.39,-494.87,916.81
-4,4,4,-190.8,-151.73,659.79
-1.97,4,-0.74,-240.54,318.91,635.13
-0.63,3.28,1.41,39.06,-16.91,-125.92
-0.48,1.17,0.89,-22.52,38.45,-45.29
-0.04,1.22,0.36,57.68,13.61,-63.84
-0.19,0.95,0.62,-44.8,24.96,-95.64
-3.3,-3.61,1.21,-119.93,34.61,-176.27
-4,-3.34,1.76,196.47,39.43,387.82
-4,-0.23,1.74,484.31,-151.55,881.23
-4,4,3.74,640.81,-556.7,894.84
-4,4,4,160.1,-480.83,587.28
-2.66,4,1.95,-422.49,242,620.36
-0.37,4,0.79,20.14,41.81,235.6
-0.9,1.69,1.91,93.44,-42.97,-56.76
-0.11,1.26,0.69,-75.87,133.3,10.13
-0.17,0.92,0.25,-15.2,93.2,-38.02
-4,4,4,-123.66,-238.59,540.53
-0.69,4,0.73,-120.24,257.32,408.45
-0.09,3.77,-0.45,-11.17,66.65,60.49
-0.04,1.7,1.13,-86.06,-52.06,-51.57
0.11,1.3,0.97,-70.43,36.74,-31.25
-0.05,1.08,0.57,-34.79,31.62,-70.68
-0.01,0.96,0.6,-63.72,21.61,-91.49
-0.03,0.68,0.71,-109.19,59.81,-104.43
-0.08,0.67,0.61,-24.72,43.33,-89.11
-0.05,0.68,0.4,-15.44,34.06,-99.06
-3.94,4,4,342.53,-568.05,631.53
-2.34,3.84,4,-13.18,-79.65,335.75
-0.43,3.86,0.95,-47.79,105.47,245.67
-0.33,2.46,1.55,-59.51,-17.52,70.13
-0.15,1.5,0.97,38.88,11.84,42.72
-0.18,1.09,0.31,21.24,20.57,11.05
-0.2,0.75,0.34,-8.54,-13.73,-2.38
-0.22,0.62,0.49,-15.75,-17.21,1.22
-0.19,0.91,0.42,-70.01,21.67,5.07
-0.25,1.08,0.47,-58.84,18.37,-22.52
-3.5,-3.36,1.1,-155.64,121.58,9.34
-4,-2.89,2.14,214.36,-82.95,483.76
-4,0.79,1.88,184.14,-15.38,909.24
-4,4,4,505.31,-340.15,822.88
-3.62,4,3.84,-82.28,-207.28,550.9
-0.75,4,0.19,-287.9,209.11,413.27
0.4,4,0.55,216.8,-120.54,89.05
0.23,1.78,0.73,-48.89,-8.85,3.17
0.24,1.59,0.51,24.23,-35.03,-11.23
0.08,1.64,0.65,-61.16,-28.02,-56.76
-3.35,-2.65,1.29,-11.11,107.54,-137.63
-4,-3.86,2.21,-1.89,163.57,269.47
-4,-1.05,1.78,445.13,111.33,867.37
-4,3.37,1.58,455.2,-263.67,1112.92
-4,4,4,177.67,-463.2,967.1
-4,4,2.53,-202.58,156.49,730.29
-1.71,4,-0.03,316.35,-43.4,343.02
-1.32,1.95,1.68,-207.21,6.04,-57.43
-0.23,1.26,0.87,23.68,39.55,29.54
-0.14,1.3,0.27,47.12,24.84,-30.52
-3.45,-3.59,1.94,-123.11,-6.41,-193.97
-4,-2.79,2.47,320.01,17.09,484.31
-4,1.23,1.54,391.3,-43.58,1020.87
-4,4,3.63,479,-420.35,1191.1
-4,4,4,144.9,-513.31,878.11
-4,4,0.92,-108.95,199.77,741.46
-0.76,4,2.36,245.97,-328.06,45.84
-1.72,1.01,1.17,-141.66,121.34,60.67
-0.25,1.94,0.37,184.39,-44.49,103.64
-0.01,1.61,0.62,-119.45,17.52,-8.79
-4,1.74,2.8,768.68,-327.15,957.58
-4,4,4,608.58,-706.79,943.42
-4,4,4,-117.86,-232.3,798.28
-0.9,4,4,182.25,-432.43,354.86
-2.29,0.57,2.75,-230.41,224.98,-95.28
-1,1.09,0.47,265.75,-27.4,149.66
-0.25,1.37,0.57,-59.08,31.43,71.11
-0.66,0.65,0.96,15.93,38.39,24.84
-0.27,1.18,0.19,12.39,58.47,21.18
-0.4,1.29,0.23,-84.11,39.98,-28.75
-4,4,3.24,179.99,-413.7,827.33
-4,4,3.08,-131.77,-178.83,768.43
-1.68,4,2.69,131.84,-176.64,386.66
-1.37,2.17,1.87,-112.98,112.18,-46.51
-0.14,1.34,1.01,81.3,-47.67,56.09
-0.16,0.98,1.14,-108.95,21.91,13.73
-0.08,0.91,1.21,-81.12,14.28,-12.27
-0.21,0.8,0.97,-47.36,40.1,-29.48
-0.29,1.11,0.55,-13.79,16.97,-62.07
-0.36,1.43,0.73,-68.6,12.7,-136.23
-4,4,4,-137.08,-343.63,913.02
-4,4,-0.02,47.55,74.16,808.29
-1.01,3.74,1.92,-105.22,-42.6,-96.98
-0.36,0.84,0.93,97.66,-41.14,76.78
-0.23,0.94,0.89,-107.73,-8.85,89.05
-0.08,1.12,1.37,-82.52,-21.36,46.33
-0.09,0.82,1.01,-93.93,31.37,0.67
-0.24,0.83,0.47,-38.39,28.08,-19.53
-0.36,1.1,0.63,-25.15,-3.54,-60.73
-0.55,1.14,0.68,-74.83,11.41,-109.56
-4,4,4,-6.77,-332.15,887.15
-4,4,3.44,26.92,-292.79,647.03
-0.85,4,2.85,28.69,-31.43,278.2
-1.8,1.88,0.45,47,-6.1,106.87
-0.46,1.92,0.78,-72.2,-27.59,70.25
-0.09,1.5,1.24,-130.92,29.11,15.93
-0.31,0.93,0.92,-43.4,46.75,-36.44
-0.3,0.82,0.45,-44.74,43.27,-59.45
-0.5,0.82,0.59,-83.92,49.44,-79.47
-0.54,0.95,0.74,-53.71,33.26,-114.93
-4,4,1.11,302.43,-165.22,1320.86
-4,4,3.37,134.22,-415.77,1217.29
-4,4,1.95,-586.98,332.46,760.19
-2.75,4,-0.61,537.9,-150.27,373.35
-1.71,2.4,0.45,-205.99,45.59,-125.37
-0.71,1.3,0.78,-58.53,-55.85,107.36
-0.13,1.59,0.59,82.4,-68.79,46.26
-0.19,1.28,0.84,-87.1,8.54,-21.06
-0.47,0.8,0.7,-107.3,67.14,-50.35
-0.49,0.82,0.39,-40.47,67.2,-46.88
-3.72,-3.5,0.83,-154.42,92.71,205.99
-4,-4,1.36,64.82,217.16,734.19
-4,-0.22,0.81,471.13,-286.5,1182.37
-4,4,4,128.05,-572.45,1065.73
-4,4,3.94,14.28,-247.44,1085.57
0.32,4,3.03,51.15,-142.33,222.84
-2.64,0.04,0.58,-49.87,106.32,-174.99
-0.57,0.91,0.89,-32.17,-80.38,52.49
-0.06,1.19,1.58,-151,-35.77,36.01
-0.24,0.73,1.05,-105.47,42.36,-8.91
-4,-3.29,1.01,-113.28,166.75,191.47
-4,-2.26,2.5,170.23,20.87,759.16
-4,2.81,2.16,651.37,-346.19,1064.7
-4,4,4,6.29,-468.99,993.53
-3.89,4,1.34,-175.48,267.46,750.18
-0.8,4,1.07,173.03,-217.65,302.25
-0.7,2.2,1.46,-90.76,-18.98,1.46
-0.29,1.21,0.73,27.59,-29.66,62.5
0.06,1.46,1.06,-127.93,-4.15,21.36
-0.15,1.08,1.19,-100.04,35.52,-42.18
-4,-2.81,1.17,-216.25,235.78,140.44
-4,-3.16,1.02,68.73,404.72,678.22
-4,1.55,0.48,549.99,-227.66,1217.22
-4,4,4,191.28,-453.12,1251.28
-4,4,4,-55.24,-67.14,846.62
-1.23,4,1.83,64.27,-170.04,158.02
-1,1.19,2.48,-10.56,-4.46,-105.29
-0.35,0.06,1.11,-31.92,13.43,-10.93
0.03,0.68,1.47,-71.35,-4.76,25.02
-0.12,0.6,1.1,-10.93,48.16,-27.71
-4,-3.44,2.49,273.93,-4.15,615.36
-4,1.33,3.07,618.35,-287.23,1056.4
-4,4,4,472.29,-499.94,1025.63
-4,4,2.38,44.43,-18.19,791.38
-2.51,4,3.23,78.61,-285.28,392.58
-0.47,3.79,2.13,-86.24,42.66,90.15
-0.74,1.7,0.31,106.99,62.44,22.28
-0.38,1.23,0.26,-38.76,7.26,-19.78
-0.41,0.71,0.79,-58.65,34.48,-12.88
-0.31,0.93,0.65,-34.73,57.92,-8.24
-4,-3.22,1.29,-211.61,130.37,21.36
-4,-1.4,1,291.14,77.58,674.32
-4,2.16,0.93,381.04,-599.24,1125
-4,4,4,230.16,-748.23,1042.11
-4,4,4,-314.21,-246.7,1026.73
-0.54,4,3.99,290.59,-418.33,495.48
-2.77,1.18,1.17,-281.07,293.27,-87.46
-0.7,1.92,0.29,188.78,-72.08,180.11
-0.26,1.61,0.76,-162.23,4.27,74.46
-0.3,1.18,1.12,-177,23.01,62.87
-4,-2.98,0.83,93.38,32.47,539.43
-4,1.79,1.67,388.43,-210.39,1073.43
-4,4,4,343.93,-328.49,1061.1
-4,4,4,285.16,-632.57,802.67
-1.89,4,2.83,-31.07,-353.76,615.05
-1.32,1.87,3.16,-166.14,115.23,-93.32
-0.73,0.08,0.06,194.95,-5.07,18.55
-0.13,0.55,1.4,-153.38,-21.61,108.64
-0.05,0.73,1.37,-76.42,26.98,71.35
-0.28,0.71,0.56,12.15,49.01,17.21
-4,2.03,1.18,283.87,-112.67,1227.84
-4,4,1.96,-59.08,-224.3,1376.77
-4,4,3.44,-30.09,70.62,684.57
-2.97,4,-0.76,214.36,-102.05,332.52
-0.93,3.27,2.1,-214.97,-36.19,87.34
-0.7,1.39,0.92,75.01,48.58,9.52
-0.32,1.12,0.37,-18.01,29.42,7.08
-0.3,0.8,0.79,-82.4,7.2,-0.85
-0.21,0.9,0.64,-13.12,19.84,-11.35
-0.35,0.9,0.24,-22.71,32.78,-34.3
-4,2.67,2.22,448.12,-282.04,728.27
-4,4,3,-132.57,-132.51,793.76
-3.7,4,2.02,235.72,-27.59,362.67
-1.94,3.57,0.8,37.23,4.27,140.69
-1.04,1.95,1.41,-53.16,-46.94,111.45
-0.52,1.68,1.06,-58.35,-8.06,64.03
-0.35,1.44,0.79,-86.55,4.52,19.17
-0.41,1.16,0.8,-83.19,8.79,-38.02
-0.56,0.99,0.61,-14.89,33.87,-86.18
-0.81,1.26,0.37,-22.28,10.25,-126.53
-4,-2.09,1.33,109.19,-95.95,317.75
-4,1.08,1.6,90.7,-238.34,1008.91
-4,4,2.38,-20.75,-22.4,1418.03
-4,4,3.14,188.54,-102.91,965.45
-3.81,4,0.07,-68.66,99.67,764.95
-0.85,4,0.06,-63.35,-68.85,156.56
-0.99,1.7,1.44,-76.6,-21.18,-109.68
-0.17,0.91,0.66,28.38,57.37,-47.85
-0.13,0.59,0.32,-3.3,51.51,-40.41
-0.13,0.41,0.42,-38.09,32.78,-23.68
-3.42,-2.08,2.18,-25.15,82.4,44.01
-4,-1.01,1.47,401.37,47.91,555.42
-4,1.97,1.3,143.68,39.43,1250.12
-4,4,1.71,117.25,2.08,1388
-4,4,2.92,221.68,-261.84,1032.17
-4,4,-0.62,-222.35,208.56,769.9
-2.13,3.69,0.32,87.83,-63.23,58.29
-1.18,1.23,0.47,-70.5,31.56,108.58
-0.54,1.75,0.51,5,-12.33,112.3
-0.39,1.71,0.71,-5.55,-2.5,47.97
-4,3.34,0.54,109.25,-203.25,1014.77
-4,4,1.85,74.58,-419.19,925.23
-4,4,2.88,-299.26,-183.35,868.29
0.68,4,3.12,215.64,-221.19,454.77
-2.25,0.81,1.33,-111.63,250.18,-94.97
-0.42,1.2,0.18,89.6,-38.02,107.48
-0.25,1.06,0.98,-170.9,2.93,63.66
-0.06,1.08,1.14,-75.62,25.94,29.11
-0.34,0.68,0.6,-20.81,56.46,-32.1
-0.44,0.66,0.5,-20.45,27.22,-52.73
-4,3.01,0.36,341.98,364.26,1213.07
-4,4,1.05,482.36,-122.8,1146.24
-4,4,1.74,-27.83,-111.51,874.76
-2.95,4,0.22,90.09,37.72,268.25
-1.21,2.65,0.67,-24.96,-3.3,40.59
-0.73,1.43,0.92,-94.42,-2.38,46.57
-0.47,1.39,0.71,8.18,5.31,40.95
-0.36,1.41,0.55,-4.7,2.75,-0.79
-0.43,1.22,0.4,-54.32,24.48,-37.48
-0.62,1.02,0.27,-27.89,21.18,-89.97
-4,1.43,1.85,614.44,-86.12,1019.04
-4,4,3.06,580.51,-593.14,1220.64
-4,4,3.88,-171.57,-372.25,880.98
-4,4,-0.93,36.25,-185.73,639.28
-0.75,3.7,2.22,-119.93,22.71,11.35
-1.81,0.55,0.27,-10.07,76.11,10.86
-0.09,1.69,0.47,108.58,-118.65,84.05
-0.38,0.9,1.23,-255.13,18.98,-38.02
-0.43,0.67,1.06,-66.77,61.1,-21.97
-0.46,0.95,0.56,40.53,51.15,-46.81
-4,1.72,3.08,522.77,-498.47,990.6
-4,4,4,552.61,-786.44,975.83
-4,3.43,2.57,-163.27,-219.54,769.17
-3.98,4,4,-63.35,-295.53,362.18
-2.82,0.86,1.49,-7.2,164.49,-59.75
-0.91,1.24,0.49,123.54,-31.07,165.77
-0.4,1.43,0.61,-85.21,13.37,60.42
-0.4,0.78,1.15,-125.98,55.97,7.57
-0.34,0.78,0.51,-5.92,74.28,18.37
-0.33,0.9,0.35,-122.19,95.46,-13.67
-4,4,1.37,393.13,-138.12,1018.98
-4,4,2.15,89.54,-274.66,779.54
-3.5,4,1.32,-206.97,-7.63,534.79
-1.68,4,1.78,133.67,-66.83,256.41
-0.67,2.36,1.07,-44.19,6.53,65.37
-0.6,1.26,0.92,-21.36,-0.37,36.62
-0.18,1.28,0.84,-46.2,17.15,19.71
