aX,aY,aZ,gX,gY,gZ
0.69,0.22,0.16,-61.46,-15.69,11.41
0.81,0.12,0.12,-17.09,8.42,31.13
1.06,0.05,-0.21,25.27,12.08,34.36
1.12,0,-0.31,23.44,38.88,12.39
1.25,0.12,-0.31,1.16,-7.87,4.94
-2.51,-3.75,-0.68,113.83,-16.72,-153.69
-1.59,-2.24,0.22,-115.23,77.7,165.04
2.3,2.23,-0.44,-61.58,43.7,149.96
2.7,2.11,-1.18,112.18,-22.77,-102.97
-0.27,-1.1,-0.37,25.7,-47.24,-125.85
-0.41,-1.53,0.19,-40.04,-21.91,5.43
0.7,0.25,0.01,-20.87,94.97,87.46
1.99,1.61,-0.39,28.56,13.67,22.89
1.26,0.63,-0.42,21.97,-28.81,-49.13
0.67,-0.19,-0.19,19.9,-24.48,-52.73
1.67,0.87,-3.63,-64.09,203.74,357.79
2.15,3.28,-2.1,-39.12,-218.32,131.1
0.53,2.78,0.76,17.15,-61.4,-273.93
-0.72,-2.29,1.15,178.47,-41.02,-202.58
-0.14,-3.19,-0.04,19.71,143.07,161.25
1.27,1.44,-2.69,-155.09,166.32,269.41
1.41,3.42,-0.04,1.16,-143.19,30.27
0.75,0.42,-0.19,28.02,-55.97,-170.47
0.24,-1.55,0.67,58.17,-69.15,-106.87
0.65,-1.14,-0.08,-27.71,45.84,24.05
1.83,3.73,-2.02,48.89,215.39,-47.12
0.38,-0.33,-1.41,-2.5,-66.89,-297.85
0.59,-1.18,-0.34,56.64,-168.15,-23.99
0.61,-0.87,0.62,5.49,-109.31,51.82
0.46,-0.54,1.12,-30.76,19.96,186.77
0.58,1.58,-0.13,2.14,195.19,245.91
1.22,2.2,-0.95,-2.81,56.46,-132.39
0.88,-0.04,-0.82,102.91,-16.3,-134.28
0.82,-0.33,-0.46,5.55,-54.75,-69.03
0.73,-0.33,0.26,-41.69,-52.19,-11.23
0.71,1.3,0.93,1811.1,99.3,245.06
0.45,1.45,0.94,45.72,398.56,124.21
0.55,0.16,-1.83,162.11,421.08,-157.35
0.74,-0.95,-0.75,228.03,-5,-61.16
1.07,-0.21,-0.39,120.67,-8.61,36.19
1.01,-0.44,-0.96,-347.47,-34.79,61.22
0.76,-0.61,-0.88,-1347.96,-144.23,138.92
0.91,1.47,-0.4,-1486.08,79.22,181.7
0.7,-0.03,-0.62,-1084.78,-119.26,-207.03
0.78,-0.17,1.22,-679.32,-219.73,-51.27
0.41,1.74,0.16,-1976.93,-399.23,-157.59
0.66,2.03,0,-1418.27,-428.65,-138.85
0.43,1.02,1.97,-967.47,-454.77,-145.81
0.76,-0.42,1.49,57.8,207.46,-84.29
0.74,0.67,-0.04,938.05,309.51,131.71
0.79,0.91,1.03,1266.42,222.05,177.37
0.43,0.35,0.3,1418.27,347.84,253.66
0.74,2.51,0.58,476.44,54.87,308.47
0.67,1.32,-0.87,-988.53,-113.46,-296.75
0.01,1.94,0.38,-1366.52,-577.82,-167.85
0.63,1.28,-0.9,-2000,-257.14,-49.5
0.32,2.58,-1.49,-1942.02,-437.74,171.75
0.16,1.96,0.15,-565.67,-600.46,37.23
0.74,0.77,1.98,-112.37,-313.96,-178.65
0.73,-0.76,1.78,251.22,100.22,-172
0.14,-0.46,0.36,1413.21,248.23,244.14
0.5,-0.35,1.83,1870.79,-66.47,515.62
-1.2,-1.2,2.6,891.05,-450.56,668.21
0.44,2.31,2.01,-297.3,143.74,529.42
0.29,2.5,-1.79,-1827.21,-0.31,-317.93
-0.01,1.97,-4,268.13,397.64,226.68
-0.41,-0.09,-0.63,31.74,-608.64,-291.63
-0.7,-1.05,4,-368.96,-561.83,-2.62
0.1,-0.12,0.06,174.26,653.81,36.38
-0.15,2.16,-4,311.16,604.19,196.29
-0.06,0.71,-1.32,60.73,-499.57,-282.71
-0.48,-1.6,4,-358.4,-602.6,-162.23
-0.1,-0.16,2.06,139.89,526.67,65.19
0.49,1.25,-4,179.44,533.63,132.08
0.6,0.72,-1.69,12.82,-294.98,-116.82
-0.2,3.77,1.95,175.11,-184.39,605.71
-0.14,3.06,1.36,-159.48,68.91,-274.72
-0.01,-1.88,0.11,-189.51,178.83,-963.5
0.19,-4,-0.79,-53.59,-13.43,24.48
-1.01,0.31,0.97,375,-323.91,867
0.34,3.98,2.46,395.63,21.48,281.92
0.12,-0.28,-0.97,-207.95,392.82,-570.25
0.89,-2.63,-0.42,-367.8,-61.04,-221.86
0.78,0,0.74,204.77,-144.23,310.61
1.12,-0.68,-0.6,118.59,121.7,-6.96
-0.13,3.37,1.89,208.68,-227.05,595.21
0.35,2.53,0.89,-128.6,236.21,-277.34
-0.15,-0.61,-0.16,-602.91,168.4,-742.61
0.55,-4,-0.42,9.4,-11.96,-140.62
-0.14,-0.56,-0.03,495.24,-180.85,674.62
0.25,2.53,1.37,250.37,-234.37,651.12
0.48,2.56,1.15,-64.94,65.19,-129.03
0.15,0.15,0.05,-536.32,121.83,-638.85
0.77,-3.5,-0.4,65.98,65.67,-376.71
0.34,-1.51,-0.5,420.78,-90.82,450.68
0.48,1.5,-3.15,379.09,451.05,232.12
0.39,1.13,-1.47,-30.4,-279.3,-149.6
-0.54,-0.87,1.32,-414.18,-565.43,-227.78
0.28,-0.14,3.46,-152.1,-158.39,22.89
0.97,-0.29,0.76,159.55,513.18,17.58
-0.07,1.25,-3.59,437.99,765.08,252.5
0.4,2.48,-3.02,48.46,-130.49,-256.96
-0.97,-1.1,1.84,-489.87,-721.74,-317.81
0.16,-0.22,3.94,-258.79,-283.63,0.61
0.88,-0.52,0.65,189.03,557.74,27.83
1.83,1.4,-2.1,500.73,333.01,266.48
1.91,1.99,-2.86,113.77,89.36,-3.48
1.21,0.83,-1.2,-54.87,-171.26,-99.18
0.79,-0.02,-0.61,-135.31,-231.02,-96.92
0.55,-0.29,0.03,-145.69,-244.57,-5.07
0.32,0.14,0.38,-126.83,-174.26,21.36
0.4,-0.07,0.4,-85.14,-61.1,-17.64
0.56,-0.15,-0.12,0.31,1.04,-3.3
0.63,0.01,0.1,-19.47,-11.72,12.57
0.76,0.14,-0.05,2.56,23.32,6.96
1.24,3.55,-1.56,-106.08,123.05,246.15
0.41,2.51,1.6,74.04,-232.3,-222.23
-0.23,-0.85,0.47,90.21,211,-327.03
0.49,-3.75,-1.8,156.31,15.5,6.84
0.14,1.36,-1.26,-174.8,5.86,405.94
1.51,4,0.49,-42.97,-119.93,73.61
0.12,0.63,0.38,73.97,-3.48,-248.23
0.63,-3.06,-0.52,-19.04,21.3,-69.09
0.59,0.11,-0.93,-78.67,50.78,181.27
1.1,1.84,-0.47,32.59,-79.35,60.18
1.26,4,-2.02,-34.85,418.09,127.56
-0.03,0.76,-1.25,25.39,-45.04,-351.56
0.87,-2.11,-1.57,49.32,-130.43,-152.4
0.26,-1.55,1.25,114.01,-209.29,44.62
0.25,0.28,2.12,50.48,200.5,259.7
1.29,3.96,-2.57,-82.34,241.46,75.74
0.55,-0.91,-1.96,159.79,-115.91,-234.62
0.86,-0.68,-0.3,94.67,-189.09,-8.61
0.36,-0.16,1.97,-55.79,-55.54,105.96
1.19,1.57,-1.05,-23.99,161.56,69.52
0.92,3.81,-1.82,-100.83,-183.9,281.68
-0.14,2.72,1.48,75.74,-59.27,-273.74
0.31,-0.27,-0.09,206.54,122.01,-221.86
0.45,-2.78,-1.98,-154.54,66.53,180.05
0.59,2.54,-2.89,-127.01,-69.03,333.92
-0.02,3.32,2.1,77.21,-140.56,-230.16
0.16,0.06,-0.65,278.63,93.38,-306.03
0.68,-3.99,-1.16,-168.7,72.51,129.76
0.21,0.93,-1.8,-95.15,29.48,353.88
0.5,3.14,0.81,106.02,-44.68,22.58
-0.04,-3.11,-3.3,150.15,311.34,-12.02
-0.75,0.12,-2.82,-113.34,-127.99,334.84
-0.89,4,-0.41,101.56,-350.65,22.83
-1.21,1.65,2.82,-10.01,19.29,-349.43
0.15,-2.95,-1.19,144.04,315,-194.52
0.09,-1.83,-2.98,-118.96,11.78,233.52
-0.53,2.86,-1.99,100.89,-131.04,286.13
-0.66,3.8,1.35,-1.83,-31.43,-215.27
-0.22,-0.11,-0.26,52.25,81.3,-245.3
0.56,-1.54,-1,-31.25,39.25,-52.49
-0.74,3.66,-1.9,208.31,361.27,-236.39
-0.97,-0.81,-3.36,-106.2,-108.34,-264.89
0,-0.26,0.41,-259.46,-259.09,209.35
0.41,1.29,2.96,-24.11,35.34,211.85
-0.34,3.35,-0.38,237.79,369.69,15.2
-0.47,1.52,-3.79,-7.14,113.95,-181.03
-0.28,-0.58,-0.19,-217.29,-310.85,58.96
0.52,0.83,2.82,-12.15,-58.29,148.62
-0.04,2.68,-0.48,233.7,305.42,1.89
-0.47,0.85,-2.86,76.17,159.85,-154.91
-0.49,3.88,2.2,-126.16,-322.08,-246.95
-1.03,0.63,2.4,53.59,37.9,-348.08
-0.15,-1.45,-0.79,198.43,416.93,-67.26
-0.01,-1.54,-3.26,-66.22,117.8,273.68
-0.55,2.25,-2.63,-16.66,-121.77,374.57
-0.65,4,0.7,55.24,-374.33,-1.4
-0.77,2.41,2.17,-45.96,8.73,-381.84
-0.01,-1.77,-0.87,140.32,318.3,-137.33
0.24,-1.93,-3.08,-57.98,110.53,157.96
-0.03,2.28,-2.44,-54.93,-99.79,245.61
1.06,4,-1.72,-64.58,187.13,226.2
0.02,1.52,-0.18,51.94,-155.03,-325.26
0.41,-0.69,0.25,-57.43,-121.89,-302.61
-0.03,-4,0.41,71.78,-43.82,66.96
-0.2,-0.21,-0.31,-30.94,132.63,403.75
0.83,4,-1.23,-18.49,158.14,290.34
0.04,2.13,-0.35,32.84,-129.82,-327.76
0.32,-1.71,0.69,-42.6,-163.88,-247.62
0.22,-3.63,0.41,59.51,-0.43,60.49
0.02,-0.16,-0.42,-29.42,128.17,344.48
3.1,1.88,-2.34,-26.25,90.94,4.39
2.69,1.47,-1.82,-29.91,-101.01,-51.94
0,-0.33,0.25,45.17,-244.45,-109.44
-1.35,-1.51,1.5,7.45,-96.01,27.1
0.05,-0.15,0.63,-56.27,173.52,90.39
2.59,1.26,-1.85,-1.04,168.7,97.29
3.26,2,-1.74,-32.59,-40.53,-28.14
0.6,0.27,-0.13,0.31,-217.1,-123.54
-1.21,-1.26,1.41,18.19,-102.48,-15.56
-0.17,-0.28,0.9,-50.9,130.62,44.13
1,1.49,-3.32,83.92,237.37,489.2
1.96,4,-2.64,28.26,-80.51,195.62
-0.19,2.61,4,-102.6,-91.49,-295.59
-0.69,-3.96,-0.01,5.55,420.35,-133.73
-0.46,-2.32,-2.21,14.89,176.27,305.85
1.59,4,-3.12,187.13,132.63,365.17
0.71,3.35,1.65,75.93,-450.07,-271.67
-0.17,-1.88,0.76,9.34,-36.07,-252.26
-0.23,-3.32,-0.6,109.68,-24.78,82.21
0.99,1.21,-1.43,-15.69,146.67,170.41
-1.69,-0.81,3.66,-66.96,348.88,-106.87
-1.78,-2.72,-1.48,-297.18,906.25,-59.2
-1.21,0.11,-4,-290.89,395.69,81.67
-0.16,-0.97,-2.76,295.04,-292.24,-80.08
0.2,-0.1,-1.1,25.82,-299.07,65.98
0.22,0.22,-0.08,18.92,-350.65,13.18
0.33,-0.51,0.86,175.72,-300.84,-32.59
0.76,0.06,0.54,6.04,-32.29,37.17
0.9,0.2,-0.22,0.55,4.33,22.03
0.91,0.12,-0.38,60.55,-33.33,13.31
-0.9,1.3,-3.98,-356.69,718.32,161.56
-0.31,-1.17,-4,222.23,-267.4,-231.81
-0.04,-0.49,-0.89,148.25,-577.45,-10.13
0.16,0.36,4,124.45,-578.49,-105.9
-1.2,-0.97,3.63,-141.48,619.38,-63.54
-1.65,-1.83,0.36,-267.27,726.75,60.18
-1.01,0.29,-4,-184.33,460.57,-23.74
-0.37,-2.09,-2.52,315.86,-421.69,-76.35
0.54,0.05,-0.18,108.22,-400.15,125.92
0.64,1.06,1.07,14.71,-326.66,25.51
0.89,4,-0.99,-112.79,173.34,607.24
1.06,1.6,-0.43,4.15,-62.5,-333.92
0.71,-0.23,-0.3,-40.83,-24.23,-251.28
0.48,-1.59,-0.26,0.85,-12.57,-185.3
0.69,-1.42,-0.13,3.3,-19.17,-35.22
0.93,-0.33,-0.25,-8.48,-10.19,51.88
1.02,0.13,-0.16,10.13,-16.54,36.5
1.04,0,-0.3,1.83,-14.71,-21.97
1,-0.13,-0.18,-1.89,-19.1,-34.42
0.95,-0.34,-0.13,0.49,-19.9,-37.11
2.35,4,-1.66,10.93,227.11,271.42
0.03,0.08,0.23,52.49,-138.92,-537.84
-0.68,-1.74,0.21,-64.51,17.4,-414.61
-0.88,-4,-0.11,109.37,-118.41,37.35
0.02,-0.9,0.04,10.01,82.82,411.01
0.83,4,-1.56,-98.69,138.73,395.2
1.05,2.55,0.04,-20.2,-288.45,-338.2
-0.01,-0.42,0.73,-41.93,-8.42,-322.45
-0.12,-4,-0.8,86.12,11.9,-205.26
0.19,-2.29,0.6,0.67,13.67,271.12
2.01,4,-1.05,84.29,-56.64,-104.06
-1.46,3.31,0.64,-275.88,-280.94,-658.69
-2.72,-1.49,1.43,75.62,-57.31,-628.54
-0.9,-4,-2.46,305.24,176.76,-484.86
-1.44,-4,-0.74,125.06,-224.3,351.44
-2.08,0.47,-0.32,-113.65,-21.06,699.28
-0.28,4,-0.21,-128.11,11.66,627.75
2.23,4,0.56,25.45,-67.57,-332.03
-0.45,0.32,0.21,-154.17,-64.51,-475.89
-0.97,-1.23,-0.29,83.56,-33.33,-485.6
-1.38,-0.46,-3.89,-286.5,720.28,135.5
0.04,0.68,-4,198.91,-281.31,-102.36
0.18,-1.33,-0.44,234.37,-519.23,-119.32
0.52,0.18,3.96,-52.49,-391.85,-4.09
-0.69,-0.37,4,-17.33,358.64,-11.66
-0.38,-0.67,-0.88,-236.15,648.13,69.58
0.39,0.09,-4,-5.8,334.35,33.87
0,-1.1,-1.77,228.39,-462.04,-130.43
0.46,-0.91,1.55,18.55,-495.36,-16.78
0.03,0.66,4,-194.27,5,-12.88
3.16,3.71,-3.02,-171.69,568.36,318.18
3.93,3.64,-4,26.25,-115.66,28.99
0.38,-0.32,-1.99,56.27,-461.12,-145.69
-3.45,-2.37,1.59,-16.54,-505.86,-274.54
-3.19,-3.34,1.67,26.92,-145.69,96.44
0.05,1.39,0.54,-136.96,319.15,205.69
3.75,3.17,-1.06,-101.81,493.29,119.26
2.87,1.75,-3.62,-89.17,75.81,21.3
-0.89,-1.76,-0.1,50.6,-355.96,-146.18
-1.12,-2.39,2,2.44,-160.16,-11.78
2.38,-1.75,-3.85,586.12,160.71,153.02
2.59,-0.08,-1.82,-0.37,-37.17,90.15
3.16,0.47,-1.34,-13,-47.49,21.61
2.02,0.27,-0.9,-2.38,146.91,-73.85
1.61,0.19,-0.68,48.52,-131.16,66.59
1.33,0.12,-0.47,47,-124.57,46.88
0.97,0.11,-0.25,30.33,-100.77,15.99
0.81,0.07,-0.2,46.88,-66.77,20.87
0.72,0,-0.29,42.48,-62.26,15.08
0.73,0.01,-0.26,26.61,-62.56,14.83
1.8,1.49,-3.4,171.33,390.01,248.78
4,2.05,-3.87,-3.05,-12.57,241.52
4,2.25,-1.56,-109.13,-263.79,-208.86
0,0.37,-0.39,67.63,-329.53,-207.21
-0.53,-0.43,0.25,68.05,-269.53,-78.31
-0.36,-0.35,0.46,40.77,-4.82,-35.58
-0.09,-0.04,0.6,21.36,22.58,18.25
0.79,-0.02,-0.1,57.8,16.36,20.87
0.59,-0.18,-0.16,13.06,-2.69,7.57
0.92,0.02,-0.01,0.73,-13.67,22.09
3.94,1.4,-2.38,-19.47,291.26,234.8
4,2.86,-1.61,-35.77,-31.31,87.59
3.47,2.05,-1.49,62.44,-289.31,-283.69
-1.39,-0.09,-0.94,72.88,-353.27,-333.98
-3.33,-1.42,0.15,-1.04,-191.83,-94.06
-0.7,-0.12,0.73,-22.95,104.43,96.25
1.51,0.56,0.28,37.48,85.94,124.82
1.71,0.25,-0.26,13.73,63.54,-13.61
1.17,0.16,-0.06,-5.62,7.45,-19.41
0.89,0.09,0.12,-4.27,-27.65,-15.5
4,0.62,-2.03,3.97,157.47,166.99
4,0.93,-1.38,-71.84,28.56,50.72
4,1.38,-1.25,-43.95,-154.66,-5
0.18,0.61,-0.66,52.55,-322.39,-240.78
-1.43,-0.5,0.01,63.05,-187.19,-137.08
-0.88,-0.3,0.57,23.07,-49.44,-14.34
-0.06,-0.16,0.35,46.81,8.36,7.69
0.26,-0.31,-0.07,47.24,62.19,5.07
0.91,-0.13,0.02,2.08,28.08,33.69
1.1,0.06,0.24,-12.51,3.3,22.58
4,1.31,-1.86,11.96,215.15,259.95
4,1.2,-1.67,-2.32,-0.92,33.63
3.69,1.61,-0.82,-66.53,-232.54,-140.5
-1.2,0.29,-0.04,41.87,-260.74,-245.61
-1.98,-0.7,0.53,43.03,-99.06,-115.66
-0.44,-0.48,0.31,17.88,49.87,37.78
0.72,0.14,0.36,18.98,57.56,55.36
0.98,-0.11,-0.06,33.2,64.15,25.88
1.39,-0.08,-0.1,-1.28,65.98,32.41
1.35,0.27,0.3,-0.06,29.6,23.32
-1.4,4,-1.77,24.48,34.18,-98.08
-1.66,3.6,-0.71,-2.32,-22.77,-376.77
-0.94,-0.57,-0.39,133.54,-80.32,-372.99
0.19,-1.82,0.3,81.54,-41.69,-168.4
0.54,-0.53,0.09,-6.16,-22.77,-4.33
0.27,0.27,0.29,17.82,-18.07,29.66
0.32,0.61,-0.1,-4.64,6.53,45.9
0.3,1.21,-0.09,-30.33,-8.91,37.72
0.24,1.17,0.13,-7.93,-3.23,25.39
0.26,1.18,0.09,1.77,8.18,21.48
-1.7,4,-1.02,135.38,-4.88,-452.03
-2.64,1.51,-1.23,129.94,-58.53,-715.76
-2.5,-3.99,0.6,112.92,-12.33,-446.17
-0.27,-2.7,0.82,-16.78,64.27,251.22
-1.04,-0.73,-0.23,-154.79,79.47,380.92
-1.36,3.33,-1.22,82.58,106.38,510.38
-1.13,4,-0.29,18.8,-32.04,27.65
-1.8,1.62,-0.1,-40.16,-80.81,-532.1
-0.71,-1.07,0.47,23.07,-50.6,-412.96
0.55,-3.14,0.18,81.79,75.07,-116.33
-3.03,2.31,1.39,-35.28,-143.86,154.24
-1.73,3.54,1.58,-12.08,29.72,64.21
0.93,0.12,-0.8,21.61,198.55,-235.17
1.19,-0.76,-2.41,9.77,-23.19,35.95
-1.39,1.12,0.27,-23.99,-138.49,126.28
-1.79,2.67,1.03,3.72,-41.44,72.51
-0.88,1.45,0.51,-10.13,28.14,-94.73
0.32,-0.35,-0.87,12.08,84.53,-102.17
0.72,0.32,-1.2,-30.27,10.07,3.23
0.06,0.94,-0.08,-15.69,-44.74,28.87
-1.15,1.92,4,-87.65,-145.63,21.79
-1.38,1.21,1.68,182.5,348.27,13.24
-0.94,0.96,-1.89,134.16,416.32,10.07
-0.25,1.17,-4,-51.15,-109.37,16.11
-1.4,1.2,-1.01,-127.2,-527.04,12.88
-2.02,2.08,3.9,-123.9,-474.91,22.03
-2.05,1.64,4,184.27,243.84,-53.1
-1.04,0.57,-2.32,198.18,578.98,-45.53
0.01,0.94,-4,-92.96,31.13,16.36
-0.53,0.87,-0.36,-162.6,-340.27,-19.71
0.22,4,-1.68,-79.83,170.9,451.35
0.9,3.24,-0.71,51.94,-75.07,-265.2
-0.17,-0.32,0.35,-28.08,-135.93,-314.15
-0.12,-4,1.01,67.14,-31.56,46.39
-0.25,1.01,-0.74,-95.7,150.45,478.33
1.1,4,-1.56,46.94,99.73,123.41
0.41,1.71,-0.31,-70.19,-92.47,-301.51
-0.21,-2.6,0.12,43.33,-84.35,-304.87
0.39,-2.03,0.55,-6.41,13.85,88.75
0.8,1.12,-0.21,-17.15,67.57,155.21
0.19,1.7,-4,-72.81,508.12,94.79
0.38,-1.11,-3.59,183.59,-285.1,-106.93
0.26,-0.12,1.04,31.13,-439.51,-34.85
-0.15,-0.13,4,14.22,-140.38,-44.01
0.26,-0.77,1.95,-158.45,375.49,-14.71
-0.05,1.16,-4,-18.68,559.08,117.25
0.51,-0.95,-1.92,123.23,-329.22,-102.17
0.59,0.06,1.62,-49.74,-407.23,-12.51
0.09,-0.11,4,8.24,-19.17,-28.2
-0.05,-0.64,1.02,-128.97,369.32,0.49
4,1.46,-1.99,-12.7,327.39,144.17
4,1.05,-2.09,-36.87,78.92,-46.33
0.77,0.28,-0.78,-0.49,-298.71,-105.1
-2.81,-1.52,1.34,112.73,-397.28,-108.09
-1.27,-0.5,0.62,21.06,-23.62,77.21
2.79,1.08,-0.32,-48.46,343.51,180.73
4,0.69,-1.92,-56.46,172.12,-17.46
0.46,0.15,-0.83,-3.72,-184.14,11.11
-2.84,-1.5,1.09,66.59,-349.06,-96.8
-1.26,-0.72,1.02,23.44,35.77,73.49
-0.49,1.64,-4,-41.2,433.47,87.34
0.22,-0.77,-3.82,77.03,-201.9,-58.96
0.68,1.03,1.09,-57.98,-371.58,12.08
0.57,-0.64,3.35,-78.55,183.29,-134.4
-1.04,-0.7,-0.78,-8.3,404.11,49.56
0.05,0.04,-4,-8.12,83.07,-23.38
0.75,0.51,-1.74,61.71,-363.77,35.28
0.98,0.13,4,73.06,-103.64,-107.24
-0.29,-0.89,0.39,-55.79,295.72,11.72
0.27,-0.23,-4,-3.36,145.02,16.48
