aX,aY,aZ,gX,gY,gZ
-4,-1.69,-0.83,-393.19,19.47,-954.53
-4,-1.86,0.12,-528.81,11.11,-708.01
-4,-1.15,0.8,-496.34,-18.55,-503.85
-4,-0.55,1.2,-340.03,-73.79,-378.48
-4,-0.55,1.3,-162.84,-130.31,-335.14
-4,-0.96,1.36,-44.19,-162.96,-315.12
-4,-1.42,1.41,17.76,-177.8,-290.34
-4,-1.69,1.4,33.08,-165.59,-248.41
-3.91,-1.75,1.36,19.9,-125.73,-190.37
-3.49,-1.69,1.31,4.7,-87.52,-115.42
-3.08,-1.52,1.3,-10.13,-63.29,-37.84
-2.75,-1.24,1.41,-23.56,-45.96,28.99
-2.44,-0.95,1.57,-31.8,-27.47,81.91
-2.14,-0.66,1.76,-46.69,-4.15,119.51
-1.87,-0.41,1.84,-55.18,28.14,145.26
-1.57,-0.21,1.77,-49.68,61.77,164.06
-1.3,-0.01,1.66,-52.67,82.52,171.33
-1.11,0.22,1.67,-37.23,93.38,165.53
-0.98,0.13,1.56,-29.42,106.45,162.72
-0.86,0.17,1.57,-25.21,111.63,164.25
